wav_filename,wav_filesize,transcript
/data/TEDxSK/cut/829_tedxsk_male_1753.wav,134316,aký to malo dopad na moju rodinu manželka 
/data/TEDxSK/cut/829_tedxsk_male_1754.wav,134764,pohodlie únavu a ďalšie okolnosti 
/data/TEDxSK/cut/829_tedxsk_male_1755.wav,76780,druhý pomníček napoludnie 
/data/TEDxSK/cut/829_tedxsk_male_1756.wav,133068,osemnásťročné dievča pobehlo za trolejbusom náhle odpadlo
/data/TEDxSK/cut/829_tedxsk_male_1757.wav,247244,okoloidúca sanitka začala oživovanie naložila doviezla na centrálny príjem najbližšej nemocnice 
/data/TEDxSK/cut/829_tedxsk_male_1758.wav,86156,kde sme pokračovali v oživovaní 
/data/TEDxSK/cut/829_tedxsk_male_1759.wav,167916,po štyroch hodinách sme resuscitáciu ukončili neúspešne 
/data/TEDxSK/cut/829_tedxsk_male_1760.wav,123020,v priedušnici sa našla žuvačka ktorá 
/data/TEDxSK/cut/829_tedxsk_male_1761.wav,81388,dopad na našu rodinu 
/data/TEDxSK/cut/829_tedxsk_male_1762.wav,406604,takže objavili žuvačku mohli ju žuvať museli sedieť v obývačke v kresle nesmeli pohnúť ani malíčkom a keby kreslá obývačkové mali bezpečnostné pásy museli by byť aj pripútané 
/data/TEDxSK/cut/829_tedxsk_male_1763.wav,272492,dodnes to funguje tak že keď žuváme žuvačku v aute pri vypnutí motora ide najprv žuvačka do dlane 
/data/TEDxSK/cut/829_tedxsk_male_1764.wav,110252,alebo do popolníka potom sa odpútavajú pásy 
/data/TEDxSK/cut/829_tedxsk_male_1765.wav,170028,ale sú to len dva prípady z tisíc v ostatných deväťsto deväťdesiat osem 
/data/TEDxSK/cut/829_tedxsk_male_1766.wav,147884,môžete zachrániť život alebo zmierniť trvalé následky 
/data/TEDxSK/cut/829_tedxsk_male_1767.wav,73036,stačí poskytnúť prvú pomoc 
/data/TEDxSK/cut/829_tedxsk_male_1768.wav,129868,kedy poskytujeme prvú pomoc pri stavoch ohrozenia života 
/data/TEDxSK/cut/829_tedxsk_male_1769.wav,83148,zastavenie dýchania krvného obehu 
/data/TEDxSK/cut/829_tedxsk_male_1770.wav,211468,náhla smrť topenie bezvedomie rôznych príčin aj pri epileptickom záchvate napríklad 
/data/TEDxSK/cut/829_tedxsk_male_1771.wav,335948,ďalej pri stavoch ktoré môžu hroziť trvalými následkami a v začiatku vzniku toho úrazu alebo ochorenia nikdy nevieme že či bez prvej pomoci tie trvale následky 
/data/TEDxSK/cut/829_tedxsk_male_1772.wav,64364,vzniknú alebo nie to sú 
/data/TEDxSK/cut/829_tedxsk_male_1773.wav,110348,zlomeniny popáleniny alergické reakcie 
/data/TEDxSK/cut/829_tedxsk_male_1774.wav,241388,nestretol sám na sebe alebo v rodine sú to stavy s ktorými sa stretávame ktoré sú vcelku bežné 
/data/TEDxSK/cut/829_tedxsk_male_1775.wav,46220,môžete vidieť 
/data/TEDxSK/cut/829_tedxsk_male_1776.wav,202092,typicky delfíny vedia zachrániť nielen chorého svojho jedinca a ale aj plavca 
/data/TEDxSK/cut/829_tedxsk_male_1777.wav,114668,a toto je fotografia z mojej praxe 
/data/TEDxSK/cut/829_tedxsk_male_1778.wav,313132,pán cestou z krčmy odpadol mal rany na hlave na rukách než sme my prišli po desiatich minútach rany boli pekne dočista vylízané 
/data/TEDxSK/cut/829_tedxsk_male_1779.wav,131308,vysušené keby mal ten pes obväzy tak by bol pán aj obviazaný
/data/TEDxSK/cut/829_tedxsk_male_1780.wav,37292,pýtam sa 
/data/TEDxSK/cut/829_tedxsk_male_1781.wav,130572,dcéra umiera vlož na ňu ruky a ona ožije je to 
/data/TEDxSK/cut/829_tedxsk_male_1782.wav,119244,ktorá sa venovala len poskytovaniu prvej pomoci 
/data/TEDxSK/cut/829_tedxsk_male_1783.wav,37036,pre verejnosť 
/data/TEDxSK/cut/829_tedxsk_male_1784.wav,147276,majú dlhú tradíciu už sme vychytali muchy takže môžete sa zúčastniť 
/data/TEDxSK/cut/829_tedxsk_male_1785.wav,79756,je to bezbolestné 
/data/TEDxSK/cut/829_tedxsk_male_1786.wav,325452,v roku tisíc deväťsto deväťdesiat dva bol použitý alebo uvedený do prevádzky prvý defibrilátor pre laické použitie to znamená to je defibrilátor ktorý lieči 
/data/TEDxSK/cut/829_tedxsk_male_1787.wav,206124,u nás ešte stále je defibrilácia považovaná za nejaký super špecializovaný lekársky výkon 
/data/TEDxSK/cut/829_tedxsk_male_1788.wav,227852,a čo je tiež zaujímavé v roku dve tisíc trinásť prvá pomoc je prvýkrát ako téma na konferencii vďaka organizátorom
/data/TEDxSK/cut/829_tedxsk_male_1789.wav,101388,to je tá lepšia časť sčasť správy
/data/TEDxSK/cut/829_tedxsk_male_1790.wav,131372,ale v skutočnosti iba päť percent reálne 
/data/TEDxSK/cut/829_tedxsk_male_1791.wav,82060,chce a vie poskytnúť prvú pomoc 
/data/TEDxSK/cut/829_tedxsk_male_1792.wav,109452,a päť percent je skutočne málo 
/data/TEDxSK/cut/829_tedxsk_male_1793.wav,23116,kvíz 
/data/TEDxSK/cut/829_tedxsk_male_1794.wav,201676,poprosím vás budem vám premietať otázky a hlasovať budete zdvihnutím ruky takže 
/data/TEDxSK/cut/829_tedxsk_male_1795.wav,182476,škrtidlo pri krvácaní na hornej končatine dávame nad ranu alebo pod ranu nad ranu
/data/TEDxSK/cut/829_tedxsk_male_1796.wav,25164,pod ranu
/data/TEDxSK/cut/829_tedxsk_male_1797.wav,192236,ospravedlňujem sa zlomyseľná otázka škrtidlo sa vôbec nepoužíva pri krvácaní
/data/TEDxSK/cut/829_tedxsk_male_1798.wav,51980,deväť 
/data/TEDxSK/cut/829_tedxsk_male_1799.wav,33932,jedenásť 
/data/TEDxSK/cut/829_tedxsk_male_1800.wav,81420,už som myslel že sa bojíte zdvíhať ruky 
/data/TEDxSK/cut/829_tedxsk_male_1801.wav,113772,pretože sú jednoduchšie spôsoby ako zastaviť krvácanie 
/data/TEDxSK/cut/829_tedxsk_male_1802.wav,298092,pri epileptickom záchvate s kŕčami treba najprv brániť kŕčom a potom vsunúť niečo medzi zuby alebo naopak takže najprv brániť kŕčom 
/data/TEDxSK/cut/829_tedxsk_male_1803.wav,32588,falošné
/data/TEDxSK/cut/829_tedxsk_male_1804.wav,39532,dobre 
/data/TEDxSK/cut/829_tedxsk_male_1805.wav,176108,vytiahnutie jazyka pri bezvedomí je potrebné alebo zbytočné potrebné 
/data/TEDxSK/cut/829_tedxsk_male_1806.wav,63148,zbytočné
/data/TEDxSK/cut/829_tedxsk_male_1807.wav,242668,no teraz trochu matematiky už sme tu matematiku mali nech mi môj predrečník odpustí že fušujem do remesla 
/data/TEDxSK/cut/829_tedxsk_male_1808.wav,191596,priemerný vek tých zomretých je päťdesiat tri rokov to znamená šesťsto päťdesiat zbytočných úmrtí 
/data/TEDxSK/cut/829_tedxsk_male_1809.wav,163372,desať rokov pred odchodom do dôchodku mozgové porážky dvadsať tisíc ročne 
/data/TEDxSK/cut/829_tedxsk_male_1810.wav,264620,z tých desať čo prežije osem tisíc má trvalé následky keby sme dokázali znížiť úmrtia a trvalé následky len o desať percent
/data/TEDxSK/cut/829_tedxsk_male_1811.wav,40364,úrazy 
/data/TEDxSK/cut/829_tedxsk_male_1812.wav,139820,tri tisíc mŕtvych šesťdesiat päť tisíc hospitalizovaných zase 
/data/TEDxSK/cut/829_tedxsk_male_1813.wav,108108,o desať percent zníženie znamená o tristo mŕtvych 
/data/TEDxSK/cut/829_tedxsk_male_1814.wav,129868,a tisíc päťsto ťažko ranených s trvalými následkami ročne 
/data/TEDxSK/cut/829_tedxsk_male_1815.wav,14028,no 
/data/TEDxSK/cut/829_tedxsk_male_1816.wav,258700,na len z úmrtia a trvalých následkov infarktov porážok a úrazov a to je len časť celého problému 
/data/TEDxSK/cut/829_tedxsk_male_1817.wav,106732,ušetrilo by sa ročne päťdesiat jeden miliónov eur 
/data/TEDxSK/cut/829_tedxsk_male_1818.wav,128172,to je viac ako treba na zvýšenie biednych platov učiteľov 
/data/TEDxSK/cut/829_tedxsk_male_1819.wav,58540,priemerný plat 
/data/TEDxSK/cut/829_tedxsk_male_1820.wav,189164,tak tá jedna priemerná rodina príde o sto dvadsať tisíc eur to je slušná suma 
/data/TEDxSK/cut/829_tedxsk_male_1821.wav,207852,prečo neposkytujeme prvú pomoc nemám čas nemôžem sa pozerať na krv a tak ďalej poďme si to rozobrať 
/data/TEDxSK/cut/829_tedxsk_male_1822.wav,177868,nemám čas no nemám čas desať minút poskytnúť prvú pomoc ale ležať 
/data/TEDxSK/cut/829_tedxsk_male_1823.wav,78444,doma na posteli s plienkami 
/data/TEDxSK/cut/829_tedxsk_male_1824.wav,107820,a kŕmený druhou osobou pekná perspektíva 
/data/TEDxSK/cut/829_tedxsk_male_1825.wav,261036,nemám nemôžem sa pozerať na krv no ani ja sa nemôžem pozerať na krv preto keď vidím že tečie niekde kde tiecť nemá tak ju zastavím
/data/TEDxSK/cut/829_tedxsk_male_1826.wav,109260,pozdravujem predrečníčku s menštruáciou 
/data/TEDxSK/cut/829_tedxsk_male_1827.wav,60748,tam sú iné postupy
/data/TEDxSK/cut/829_tedxsk_male_1828.wav,162092,buď niečo urobím a tomu človeku pomôžem alebo neurobím a je problém 
/data/TEDxSK/cut/829_tedxsk_male_1829.wav,177452,zavolám záchranku áno záchranka príde desať minút po tom čo ten človek môže umrieť 
/data/TEDxSK/cut/829_tedxsk_male_1830.wav,233420,a na záchranu života jedna ruka na zastavenie krvácania tlakom v rane 
/data/TEDxSK/cut/829_tedxsk_male_1831.wav,34412,dve ruky 
/data/TEDxSK/cut/829_tedxsk_male_1832.wav,220556,na otočenie do stabilizovanej polohy naboku pri bezvedomí a tým zabránenie zaduseniu 
/data/TEDxSK/cut/829_tedxsk_male_1833.wav,141836,alebo vytlačenie cudzieho telesa z dýchacích ciest a keď 
/data/TEDxSK/cut/829_tedxsk_male_1834.wav,73164,treba ešte dve ruky a ústa 
/data/TEDxSK/cut/829_tedxsk_male_1835.wav,152556,na resuscitáciu alebo oživovanie pri zastavení krvného obehu 
/data/TEDxSK/cut/829_tedxsk_male_1836.wav,274156,toto sú nevyhnutné pomôcky keď mám navyše autolekárničku ktorá je dnes zaparkovaná prakticky pred 
/data/TEDxSK/cut/829_tedxsk_male_1837.wav,70540,každým pred každou rodinou 
/data/TEDxSK/cut/829_tedxsk_male_1838.wav,73932,tak to je luxus a 
/data/TEDxSK/cut/829_tedxsk_male_1839.wav,203052,pohoda pre záchrancu nie pre zachraňovaného hej záchr na zachraňovaného mi stačia 
/data/TEDxSK/cut/829_tedxsk_male_1840.wav,131788,prvá pomoc je praktická disciplína čiže nestačí si pozrieť video 
/data/TEDxSK/cut/829_tedxsk_male_1841.wav,117548,treba si vyskúšať na modeli akou silou to stláčať 
/data/TEDxSK/cut/829_tedxsk_male_1842.wav,68684,či už na hrudníku na bruchu 
/data/TEDxSK/cut/829_tedxsk_male_1843.wav,118604,ako otočiť do stabilizovanej polohy aká je to námaha 
/data/TEDxSK/cut/829_tedxsk_male_1844.wav,99436,prvou pomocou sa nedá ublížiť 
/data/TEDxSK/cut/829_tedxsk_male_1845.wav,171820,a aj nedokonalá prvá pomoc je lepšia ako žiadna 
/data/TEDxSK/cut/829_tedxsk_male_1846.wav,88940,ak s ním nič nespravím mŕtvy ostane
/data/TEDxSK/cut/829_tedxsk_male_1847.wav,143212,ak s ním niečo spravím je nejaká šanca že mu bude lepšie
/data/TEDxSK/cut/829_tedxsk_male_1848.wav,101516,keď pri krvácaní nestlačím dostatočne v rane 
/data/TEDxSK/cut/829_tedxsk_male_1849.wav,325228,tak nezastavím krvácanie ale aspoň ho zmiernim na polovicu to znamená predžim na dvojnásobok čas do ktorého ho bude môcť zachrániť záchranka ktorá príde 
/data/TEDxSK/cut/829_tedxsk_male_1850.wav,100364,a nadviaže na moju prvú pomoc na mieste 
/data/TEDxSK/cut/829_tedxsk_male_1851.wav,125452,a ak pri šoku nespravím tých známych päť 
/data/TEDxSK/cut/829_tedxsk_male_1852.wav,91756,prvú pomoc sa učím v sebaobrane sebeobrane 
/data/TEDxSK/cut/829_tedxsk_male_1853.wav,180172,až sa mi niečo stane mám nádej že pri me bude niekto niegdo kto tiež sa ju naučil 
/data/TEDxSK/cut/829_tedxsk_male_1854.wav,85132,prvú pomoc poskytujem 
/data/TEDxSK/cut/829_tedxsk_male_1855.wav,216396,ale aj iným ktorí sú mi blízki a ktorých mám rád rodičom deťom vnúčatám 
/data/TEDxSK/cut/829_tedxsk_male_1856.wav,84492,priateľom kolegom 
/data/TEDxSK/cut/829_tedxsk_male_1857.wav,357260,a chcem sa aj ja zapísať do encyklopédie citátov tak som vymyslel ten že prvá pomoc a anjel strážny pomáha účinnejšie ako iba anjel strážny
/data/TEDxSK/cut/829_tedxsk_male_1858.wav,45324,zachrániť
/data/TEDxSK/cut/829_tedxsk_male_1859.wav,236492,život prvou pomocou je jednoduchšie ako život splodiť pretože na nový život treba dvoch a deväť mesiacov čakania 
/data/TEDxSK/cut/829_tedxsk_male_1860.wav,164460,na záchranu života stačia ruky jedného človeka pripadne ústa a desať minút 
/data/TEDxSK/cut/829_tedxsk_male_1861.wav,131564,a dvomi rukami život zachránite ale dieťa nesplodíte
/data/TEDxSK/cut/829_tedxsk_male_1862.wav,40556,ďakujem za pozornosť
/data/TEDxSK/cut/830_tedxsk_male_1863.wav,36300,dobrý deň prajem 
/data/TEDxSK/cut/830_tedxsk_male_1864.wav,32940,a áno pani 
/data/TEDxSK/cut/830_tedxsk_male_1865.wav,130028,máme teda alibi môžeme aj my raz do mesiaca byť zle naladení a
/data/TEDxSK/cut/830_tedxsk_male_1866.wav,102060,no ale ja tu niesom na to aby som hovoril o menštruačnom cykle 
/data/TEDxSK/cut/830_tedxsk_male_1867.wav,40684,budem hovoriť najmä 
/data/TEDxSK/cut/830_tedxsk_male_1868.wav,46604,ste proti 
/data/TEDxSK/cut/830_tedxsk_male_1869.wav,79692,geneticky modifikovaným organizmom 
/data/TEDxSK/cut/830_tedxsk_male_1870.wav,153644,ja sa budem snažiť vás presvedčiť o tom že tie geneticky modifikované organizmy 
/data/TEDxSK/cut/830_tedxsk_male_1871.wav,48396,nás môžu dokonca liečiť
/data/TEDxSK/cut/830_tedxsk_male_1872.wav,132140,predstavte si že sa vám narodí dieťa ste šťastní tešíte sa z neho a 
/data/TEDxSK/cut/830_tedxsk_male_1873.wav,68332,potom príde lekár a povie vám že no 
/data/TEDxSK/cut/830_tedxsk_male_1874.wav,39020,ale viete 
/data/TEDxSK/cut/830_tedxsk_male_1875.wav,126124,to vaše dieťa nevie produkovať napríklad protilátky 
/data/TEDxSK/cut/830_tedxsk_male_1876.wav,98284,nemá funkčné niektoré biele krvinky 
/data/TEDxSK/cut/830_tedxsk_male_1877.wav,130924,má takzvanú ťažkú kombinovanú imunodeficienciu 
/data/TEDxSK/cut/830_tedxsk_male_1878.wav,115084,to znie strašne komplikovane a ono je to v skutočnosti veľmi jednoduché 
/data/TEDxSK/cut/830_tedxsk_male_1879.wav,80364,ti dieťa nemá imunitný systém 
/data/TEDxSK/cut/830_tedxsk_male_1880.wav,38124,to znamená 
/data/TEDxSK/cut/830_tedxsk_male_1881.wav,150444,že v podstate akákoľvek infekcia či vírusová či bakteriálna to dieťa zabije 
/data/TEDxSK/cut/830_tedxsk_male_1882.wav,28044,no takže 
/data/TEDxSK/cut/830_tedxsk_male_1883.wav,48684,tie deti sú 
/data/TEDxSK/cut/830_tedxsk_male_1884.wav,119884,zavreté v takýchto sterilných boxoch úplne oddelené od zvyšku sveta 
/data/TEDxSK/cut/830_tedxsk_male_1885.wav,94924,aby tú infekciu nedostali 
/data/TEDxSK/cut/830_tedxsk_male_1886.wav,188332,no a keď sú tí lekári úspešní a keď sú rodičia úspešní tak to dieťa sa dožije aj 
/data/TEDxSK/cut/830_tedxsk_male_1887.wav,103212,jedného dvoch rokov 
/data/TEDxSK/cut/830_tedxsk_male_1888.wav,49324,prišli vedci s tým že by 
/data/TEDxSK/cut/830_tedxsk_male_1889.wav,61612,ako to robili 
/data/TEDxSK/cut/830_tedxsk_male_1890.wav,121804,zobrali tým deťom bolo ich trinásť to je naozaj veľmi vzácne ochorenie 
/data/TEDxSK/cut/830_tedxsk_male_1891.wav,36460,namnožili ich 
/data/TEDxSK/cut/830_tedxsk_male_1892.wav,111436,a infikovali ich im geneticky modifikovaným organizmom
/data/TEDxSK/cut/830_tedxsk_male_1893.wav,29356,ten 
/data/TEDxSK/cut/830_tedxsk_male_1894.wav,128876,ktorý u týchto detí nefunguje ktorý je zmutovaný 
/data/TEDxSK/cut/830_tedxsk_male_1895.wav,60364,tie infikované bunky namnožili 
/data/TEDxSK/cut/830_tedxsk_male_1896.wav,45196,vyselektovali 
/data/TEDxSK/cut/830_tedxsk_male_1897.wav,112844,a transfúziou alebo teda infúziou aplikovali naspäť tým 
/data/TEDxSK/cut/830_tedxsk_male_1898.wav,36332,tým 
/data/TEDxSK/cut/830_tedxsk_male_1899.wav,47340,trinástim pacientom
/data/TEDxSK/cut/830_tedxsk_male_1900.wav,51948,prešlo desať rokov 
/data/TEDxSK/cut/830_tedxsk_male_1901.wav,48268,dvanásť rokov 
/data/TEDxSK/cut/830_tedxsk_male_1902.wav,61260,z tých trinástich detí 
/data/TEDxSK/cut/830_tedxsk_male_1903.wav,41964,prežilo 
/data/TEDxSK/cut/830_tedxsk_male_1904.wav,39084,trinásť
/data/TEDxSK/cut/830_tedxsk_male_1905.wav,47468,všetci 
/data/TEDxSK/cut/830_tedxsk_male_1906.wav,88620,mali normálny imunitný systém mali viac menej normálny 
/data/TEDxSK/cut/830_tedxsk_male_1907.wav,33964,život 
/data/TEDxSK/cut/830_tedxsk_male_1908.wav,73708,ktorá ale netrvala dlho 
/data/TEDxSK/cut/830_tedxsk_male_1909.wav,72588,približne tak dva roky 
/data/TEDxSK/cut/830_tedxsk_male_1910.wav,141868,potom sa objavili informácie o tom že z tých trinástich deti najprv dve 
/data/TEDxSK/cut/830_tedxsk_male_1911.wav,126956,a potom tretie a potom štvrté dostali leukémiu 
/data/TEDxSK/cut/830_tedxsk_male_1912.wav,121484,sa integruje do on sa vkladá do tých buniek 
/data/TEDxSK/cut/830_tedxsk_male_1913.wav,58764,tých buniek bolo veľa 
/data/TEDxSK/cut/830_tedxsk_male_1914.wav,25324,do miest 
/data/TEDxSK/cut/830_tedxsk_male_1915.wav,101484,kde je regulovaný bunkový cyklus 
/data/TEDxSK/cut/830_tedxsk_male_1916.wav,167660,tie bunky sa začali viacej množiť a postupom času z toho vznikla leukémia 
/data/TEDxSK/cut/830_tedxsk_male_1917.wav,44268,no obrovský neúspech
/data/TEDxSK/cut/830_tedxsk_male_1918.wav,75564,okrem iného preto lebo by 
/data/TEDxSK/cut/830_tedxsk_male_1919.wav,87084,medzičasom nežili 
/data/TEDxSK/cut/830_tedxsk_male_1920.wav,125164,toto je taký graf ja viem že grafy tu nemáte radi ale pozrite sa toto je 
/data/TEDxSK/cut/830_tedxsk_male_1921.wav,95724,ktoré sa robili každý rok 
/data/TEDxSK/cut/830_tedxsk_male_1922.wav,140588,keď spočítate tie čísla tak tých štúdií bolo viac ako dve tisíc 
/data/TEDxSK/cut/830_tedxsk_male_1923.wav,39244,z tých dve tisíc 
/data/TEDxSK/cut/830_tedxsk_male_1924.wav,54668,iba v jednej 
/data/TEDxSK/cut/830_tedxsk_male_1925.wav,89068,došlo k takémuto záložnému vedľajšiemu účinku 
/data/TEDxSK/cut/830_tedxsk_male_1926.wav,41004,bolo to tá prvá 
/data/TEDxSK/cut/830_tedxsk_male_1927.wav,41964,tá najviac medializovaná
/data/TEDxSK/cut/830_tedxsk_male_1928.wav,60780,v podstate všetko 
/data/TEDxSK/cut/830_tedxsk_male_1929.wav,123308,môžeme potom v kuloároch keď mi poviete akúkoľvek chorobu ja vám poviem ako sa to dá 
/data/TEDxSK/cut/830_tedxsk_male_1930.wav,33196,pomôcť tej 
/data/TEDxSK/cut/830_tedxsk_male_1931.wav,29900,kosit 
/data/TEDxSK/cut/830_tedxsk_male_1932.wav,133644,aby sa napríklad lepšie liečila aby sa lepšie zhojila 
/data/TEDxSK/cut/830_tedxsk_male_1933.wav,211884,ale väčšina genetikov väčšina molekulárnych biológov a aj väčšina laikov by povedalo no dobre tak asi genetické choroby 
/data/TEDxSK/cut/830_tedxsk_male_1934.wav,82284,a áno sú tu 
/data/TEDxSK/cut/830_tedxsk_male_1935.wav,119916,zastúpené ale keď sa pozriete na ten koláčový graf tak ten 
/data/TEDxSK/cut/830_tedxsk_male_1936.wav,46604,tá najväčšia časť 
/data/TEDxSK/cut/830_tedxsk_male_1937.wav,63532,to sú v skutočnosti nádorové choroby 
/data/TEDxSK/cut/830_tedxsk_male_1938.wav,49196,rakovina prečo 
/data/TEDxSK/cut/830_tedxsk_male_1939.wav,129804,pretože pri rakovine máme jednoznačne najväčší terapeutický deficit 
/data/TEDxSK/cut/830_tedxsk_male_1940.wav,82540,tam je najväčšia možnosť zlepšovať niečo 
/data/TEDxSK/cut/830_tedxsk_male_1941.wav,110956,zlepšovať tú liečbu zlepšovať prognózu pri tých iných chorobách je to tak že 
/data/TEDxSK/cut/830_tedxsk_male_1942.wav,81068,doplníme ho a sú zdravé 
/data/TEDxSK/cut/830_tedxsk_male_1943.wav,128684,alebo pri tej rakovine chceme zabiť tie bunky nádorové 
/data/TEDxSK/cut/830_tedxsk_male_1944.wav,119532,takže do nich vložíme gén ktorý kóduje nejaký toxín 
/data/TEDxSK/cut/830_tedxsk_male_1945.wav,130988,môžeme to urobiť aj sofistikovanejšie napríklad vložíme do tých buniek gén 
/data/TEDxSK/cut/830_tedxsk_male_1946.wav,80396,ktorý kóduje enzým 
/data/TEDxSK/cut/830_tedxsk_male_1947.wav,152332,ktorý premieňa nejaké bezpečné liečivo na ten toxín výsledok je ten istý tá nádorová bunka 
/data/TEDxSK/cut/830_tedxsk_male_1948.wav,58476,zahynie 
/data/TEDxSK/cut/830_tedxsk_male_1949.wav,151116,za normálnych okolností sa o nádorové bunky ktoré permanentne vznikajú aj teraz vo vašich telách 
/data/TEDxSK/cut/830_tedxsk_male_1950.wav,55692,stará imunitný systém 
/data/TEDxSK/cut/830_tedxsk_male_1951.wav,63116,a robí to veľmi efektívne 
/data/TEDxSK/cut/830_tedxsk_male_1952.wav,30220,preto 
/data/TEDxSK/cut/830_tedxsk_male_1953.wav,125644,neumierame oveľa skôr na rakovinu a nie všetci a hneď 
/data/TEDxSK/cut/830_tedxsk_male_1954.wav,119244,ale až neskôr a iba polovica z nás 
/data/TEDxSK/cut/830_tedxsk_male_1955.wav,139308,no lebo druhá polovica zomrie na ten infarkt 
/data/TEDxSK/cut/830_tedxsk_male_1956.wav,82668,ono tie bunky si vedia tie mutácie aj opraviť 
/data/TEDxSK/cut/830_tedxsk_male_1957.wav,68236,len potrebujú vhodný templát 
/data/TEDxSK/cut/830_tedxsk_male_1958.wav,74604,niečo pomocou čoho sa vedia 
/data/TEDxSK/cut/830_tedxsk_male_1959.wav,65644,nejakým spôsobom zaobstarať 
/data/TEDxSK/cut/830_tedxsk_male_1960.wav,53964,môžeme im k tomu pomôcť 
/data/TEDxSK/cut/830_tedxsk_male_1961.wav,43404,no a v neposlednej rade 
/data/TEDxSK/cut/830_tedxsk_male_1962.wav,49612,môžeme donútiť bunky aby 
/data/TEDxSK/cut/830_tedxsk_male_1963.wav,106092,ten príslušný gén ten ktorý spôsobuje príslušnú chorobu 
/data/TEDxSK/cut/830_tedxsk_male_1964.wav,72876,aby ho vôbec nevyužívali 
/data/TEDxSK/cut/830_tedxsk_male_1965.wav,105100,tú génovú terapiu môžeme rôzne deliť napríklad na zárodočnú 
/data/TEDxSK/cut/830_tedxsk_male_1966.wav,54828,a somatickú 
/data/TEDxSK/cut/830_tedxsk_male_1967.wav,98572,zárodočná to je tá čo ovplyvňuje zárodok 
/data/TEDxSK/cut/830_tedxsk_male_1968.wav,54508,a teda ovplyvňuje 
/data/TEDxSK/cut/830_tedxsk_male_1969.wav,69804,potom celý organizmus 
/data/TEDxSK/cut/830_tedxsk_male_1970.wav,56140,spermie vajíčka 
/data/TEDxSK/cut/830_tedxsk_male_1971.wav,68012,riziko cystickej fibrózy 
/data/TEDxSK/cut/830_tedxsk_male_1972.wav,124684,my by sme tú cystickú fibrózu u ich detí vedeli liečiť 
/data/TEDxSK/cut/830_tedxsk_male_1973.wav,115052,ale nemôžeme nedá sa je to zakázané celosvetovo 
/data/TEDxSK/cut/830_tedxsk_male_1974.wav,72364,iba určité bunky 
/data/TEDxSK/cut/830_tedxsk_male_1975.wav,81196,ako sa to robí 
/data/TEDxSK/cut/830_tedxsk_male_1976.wav,92364,no my môžeme zobrať nejaký gén ten ktorý v danom 
/data/TEDxSK/cut/830_tedxsk_male_1977.wav,81964,ochorení je dôležitý a mohol by pomôcť 
/data/TEDxSK/cut/830_tedxsk_male_1978.wav,52332,vložíme ho do obalu 
/data/TEDxSK/cut/830_tedxsk_male_1979.wav,70188,nejakého vektora prenášača 
/data/TEDxSK/cut/830_tedxsk_male_1980.wav,90412,ktorý ho prednesie buď to priamo do tela 
/data/TEDxSK/cut/830_tedxsk_male_1981.wav,167692,alebo tak ako v prípade tej prvej klinickej štúdie najprv vyberieme z toho pacienta bunky 
/data/TEDxSK/cut/830_tedxsk_male_1982.wav,79372,naspäť do toho pacienta 
/data/TEDxSK/cut/830_tedxsk_male_1983.wav,164076,no asi už tušíte že dôležité budú tam tie prenášače tie obaly tie ktoré v skutočnosti 
/data/TEDxSK/cut/830_tedxsk_male_1984.wav,60812,zabezpečujú to že tá 
/data/TEDxSK/cut/830_tedxsk_male_1985.wav,60236,ktorú si my vyberieme 
/data/TEDxSK/cut/830_tedxsk_male_1986.wav,103916,sa dostane vôbec do toho tkaniva do toho pacienta 
/data/TEDxSK/cut/830_tedxsk_male_1987.wav,46604,na to sa používajú 
/data/TEDxSK/cut/830_tedxsk_male_1988.wav,127852,vírusové vektory nevírusové vektory bakteriálne vektory 
/data/TEDxSK/cut/830_tedxsk_male_1989.wav,128076,no tie vírusové sú jednoznačne dominantné 
/data/TEDxSK/cut/830_tedxsk_male_1990.wav,35052,vírusy sú čo 
/data/TEDxSK/cut/830_tedxsk_male_1991.wav,33516,to sú 
/data/TEDxSK/cut/830_tedxsk_male_1992.wav,66348,evolučne vyselektované 
/data/TEDxSK/cut/830_tedxsk_male_1993.wav,48620,prenášače 
/data/TEDxSK/cut/830_tedxsk_male_1994.wav,43564,to oni robia 
/data/TEDxSK/cut/830_tedxsk_male_1995.wav,109228,a my im v podstate len dodáme tú informáciu ktorú my chceme 
/data/TEDxSK/cut/830_tedxsk_male_1996.wav,81356,a oni už urobia to čo robia aj v prírode to znamená 
/data/TEDxSK/cut/830_tedxsk_male_1997.wav,50060,prenesú 
/data/TEDxSK/cut/830_tedxsk_male_1998.wav,84236,keď hľadáte bakteriálne vektory 
/data/TEDxSK/cut/830_tedxsk_male_1999.wav,89740,ináč povedané nepoužíva ich skoro nikto 
/data/TEDxSK/cut/830_tedxsk_male_2000.wav,120588,a preto sme sa okrem iného rozhodli ich používať my 
/data/TEDxSK/cut/830_tedxsk_male_2001.wav,119084,v na našom ústave a v mojej skupine 
/data/TEDxSK/cut/830_tedxsk_male_2002.wav,32524,sme robili 
/data/TEDxSK/cut/830_tedxsk_male_2003.wav,53484,pokusy na králikoch 
/data/TEDxSK/cut/830_tedxsk_male_2004.wav,52844,robili sme im infarkty 
/data/TEDxSK/cut/830_tedxsk_male_2005.wav,85644,a snažili sme sa liečiť tie infarkty 
/data/TEDxSK/cut/830_tedxsk_male_2006.wav,59884,pomocou vírusov 
